CUSTOMER_SK,GEOGRAPHIC_ID,POLICY_ID,PURCHASE_DATE,INSURANCE_PRODUCT,COVERAGE_AMOUNT,PREMIUM_AMOUNT
10037,IN-16,G,20190219,policy5,273728,3980
10038,IN-8,B,20190219,policy2,210358,4776
10039,IN-10,F,20190219,policy5,624602,4352
10039,IN-10,F,20190219,policy5,624602,4352
10040,IN-12,G,20190219,policy1,170805,3565
10041,IN-27,B,20190219,policy4,299766,4498
10042,IN-4,F,20190220,policy5,685029,4395
10043,IN-12,G,20190220,policy5,744645,4460
10044,IN-21,I,20190220,policy2,740399,2778
10045,IN-20,B,20190220,policy3,955482,2263
10046,IN-5,B,20190220,policy5,235244,2351
10046,IN-5,B,20190220,policy5,235244,2351
10047,IN-24,B,20190220,policy5,543974,4548
10047,IN-24,B,20190220,policy5,543974,4548
10048,IN-30,F,20190220,policy5,420007,4659
10048,IN-30,F,20190220,policy5,420007,4659
10048,IN-30,F,20190220,policy5,420007,4659
10049,IN-29,B,20190220,policy2,239879,1445
10050,IN-26,B,20190220,policy1,204144,4565
10050,IN-26,B,20190220,policy1,204144,4565
10051,IN-9,B,20190220,policy1,443756,1741
10052,IN-26,I,20190220,policy5,514396,4498
10052,IN-26,I,20190220,policy5,514396,4498
10053,IN-33,G,20190220,policy1,381132,3550
10054,IN-5,F,20190220,policy5,58077,4651
10055,IN-6,B,20190220,policy4,554933,2443
10055,IN-6,B,20190220,policy4,554933,2443
10056,IN-29,F,20190220,policy2,770603,1622
10056,IN-29,F,20190220,policy2,770603,1622
10056,IN-29,F,20190220,policy2,770603,1622
10057,IN-10,B,20190220,policy5,779242,4513
10057,IN-10,B,20190220,policy5,779242,4513
10058,IN-34,B,20190220,policy4,277418,2334
10058,IN-34,B,20190220,policy4,277418,2334
10059,IN-22,B,20190220,policy2,583395,1574
10059,IN-22,B,20190220,policy2,583395,1574
10060,IN-8,F,20190220,policy1,836586,1747
10060,IN-8,F,20190220,policy1,836586,1747
10061,IN-10,G,20190220,policy3,405333,2861
10061,IN-10,G,20190220,policy3,405333,2861
10062,IN-8,B,20190220,policy4,616723,752
10062,IN-8,B,20190220,policy4,616723,752
10063,IN-10,B,20190221,policy3,131522,4405
10063,IN-10,B,20190221,policy3,131522,4405
10064,IN-28,G,20190221,policy4,139062,3090
10064,IN-28,G,20190221,policy4,139062,3090
10064,IN-28,G,20190221,policy4,139062,3090
10064,IN-28,G,20190221,policy4,139062,3090
10064,IN-28,G,20190221,policy4,139062,3090
10065,IN-11,I,20190221,policy5,156229,3079
10066,IN-34,G,20190221,policy3,530259,2935
10067,IN-13,G,20190221,policy5,796620,1728
10068,IN-23,B,20190221,policy2,989854,4376
10068,IN-23,B,20190221,policy2,989854,4376
10069,IN-31,G,20190221,policy5,552254,4921
10070,IN-7,B,20190221,policy1,162920,3195
10070,IN-7,B,20190221,policy1,162920,3195
10070,IN-7,B,20190221,policy1,162920,3195
10071,IN-17,B,20190221,policy4,163825,4233
10071,IN-17,B,20190221,policy4,163825,4233
10072,IN-31,F,20190221,policy5,200423,1295
10073,IN-34,G,20190221,policy3,870079,4481
10074,IN-34,G,20190221,policy5,269996,4906
10074,IN-34,G,20190221,policy5,269996,4906
10074,IN-34,G,20190221,policy5,269996,4906
10075,IN-25,G,20190221,policy3,781731,1302
10075,IN-25,G,20190221,policy3,781731,1302
10076,IN-33,G,20190221,policy1,648883,3470
10076,IN-33,G,20190221,policy1,648883,3470
10077,IN-15,G,20190221,policy4,609632,3192
10078,IN-30,G,20190221,policy4,176433,2971
10079,IN-10,F,20190221,policy5,594841,4589
10079,IN-10,F,20190221,policy5,594841,4589
10080,IN-19,I,20190221,policy2,772783,2825
10081,IN-31,B,20190221,policy1,107980,1737
10082,IN-22,I,20190221,policy5,619267,3330
10083,IN-22,F,20190221,policy1,202653,2772
10083,IN-22,F,20190221,policy1,202653,2772
10083,IN-22,F,20190221,policy1,202653,2772
10084,IN-14,G,20190221,policy2,223529,3424
10084,IN-14,G,20190221,policy2,223529,3424
10085,IN-28,B,20190222,policy4,760716,1087
10085,IN-28,B,20190222,policy4,760716,1087
10086,IN-2,F,20190222,policy2,783749,4400
10087,IN-28,F,20190222,policy1,453690,716
10088,IN-13,F,20190222,policy2,382891,1616
10089,IN-24,B,20190222,policy3,232520,4577
10089,IN-24,B,20190222,policy3,232520,4577
10089,IN-24,B,20190222,policy3,232520,4577
10089,IN-24,B,20190222,policy3,232520,4577
10090,IN-4,B,20190222,policy2,948886,3588
10091,IN-5,B,20190222,policy3,812713,4410
10092,IN-13,G,20190222,policy3,652076,3093
10092,IN-13,G,20190222,policy3,652076,3093
10092,IN-13,G,20190222,policy3,652076,3093
10093,IN-23,B,20190222,policy5,586828,1150
10093,IN-23,B,20190222,policy5,586828,1150
10094,IN-25,G,20190222,policy5,264789,1040
10095,IN-29,G,20190222,policy4,412465,739
10096,IN-27,F,20190222,policy2,375285,1711
10097,IN-35,G,20190222,policy1,746995,2660
10098,IN-23,F,20190223,policy5,269154,4785
10098,IN-23,F,20190223,policy5,269154,4785
10098,IN-23,F,20190223,policy5,269154,4785
10098,IN-23,F,20190223,policy5,269154,4785
10099,IN-26,G,20190223,policy5,712630,4411
10099,IN-26,G,20190223,policy5,712630,4411
10099,IN-26,G,20190223,policy5,712630,4411
10100,IN-16,F,20190223,policy1,698354,1054
10101,IN-30,G,20190223,policy1,872197,2483
10101,IN-30,G,20190223,policy1,872197,2483
10101,IN-30,G,20190223,policy1,872197,2483
10102,IN-7,F,20190223,policy5,581351,831
10103,IN-25,F,20190223,policy4,791412,2067
10104,IN-13,G,20190223,policy2,90844,3828
10105,IN-10,I,20190223,policy5,418394,4606
10106,IN-2,B,20190224,policy3,913671,1899
10107,IN-7,I,20190224,policy1,163015,4846
10108,IN-21,G,20190224,policy2,908026,4444
10108,IN-21,G,20190224,policy2,908026,4444
10109,IN-11,B,20190224,policy2,138354,4465
10109,IN-11,B,20190224,policy2,138354,4465
10110,IN-33,B,20190224,policy1,895211,4413
10111,IN-12,I,20190224,policy5,289125,2306
10112,IN-13,G,20190224,policy1,436608,1849
10112,IN-13,G,20190224,policy1,436608,1849
10112,IN-13,G,20190224,policy1,436608,1849
10112,IN-13,G,20190224,policy1,436608,1849
10112,IN-13,G,20190224,policy1,436608,1849
10113,IN-20,B,20190224,policy5,546506,4508
10113,IN-20,B,20190224,policy5,546506,4508
10113,IN-20,B,20190224,policy5,546506,4508
10113,IN-20,B,20190224,policy5,546506,4508
10113,IN-20,B,20190224,policy5,546506,4508
10113,IN-20,B,20190224,policy5,546506,4508
10114,IN-11,B,20190224,policy2,441231,4884
10114,IN-11,B,20190224,policy2,441231,4884
10114,IN-11,B,20190224,policy2,441231,4884
10115,IN-2,G,20190224,policy2,166006,4506
10115,IN-2,G,20190224,policy2,166006,4506
10115,IN-2,G,20190224,policy2,166006,4506
10116,IN-18,G,20190224,policy2,974144,2744
10116,IN-18,G,20190224,policy2,974144,2744
10116,IN-18,G,20190224,policy2,974144,2744
10116,IN-18,G,20190224,policy2,974144,2744
10117,IN-3,F,20190224,policy2,862739,1109
10118,IN-21,F,20190224,policy2,277758,4264
10119,IN-16,G,20190224,policy1,959874,2440
10119,IN-16,G,20190224,policy1,959874,2440
10120,IN-19,F,20190224,policy2,437397,3402
10121,IN-16,B,20190224,policy5,172620,1493
10121,IN-16,B,20190224,policy5,172620,1493
10121,IN-16,B,20190224,policy5,172620,1493
10122,IN-30,G,20190224,policy3,89347,3089
10122,IN-30,G,20190224,policy3,89347,3089
10122,IN-30,G,20190224,policy3,89347,3089
10122,IN-30,G,20190224,policy3,89347,3089
10122,IN-30,G,20190224,policy3,89347,3089
10123,IN-1,F,20190224,policy2,643289,1401
10123,IN-1,F,20190224,policy2,643289,1401
10124,IN-9,G,20190224,policy2,908895,4906
10125,IN-11,B,20190224,policy2,719004,4406
10126,IN-24,I,20190224,policy1,806983,1058
10126,IN-24,I,20190224,policy1,806983,1058
10127,IN-20,B,20190224,policy3,474474,1688
10128,IN-5,B,20190224,policy3,501056,2437
10129,IN-3,I,20190224,policy1,422993,3787
10129,IN-3,I,20190224,policy1,422993,3787
10130,IN-13,G,20190224,policy4,171479,2368
10131,IN-35,G,20190224,policy5,593022,4527
10132,IN-22,G,20190224,policy5,785387,4750
10133,IN-13,G,20190224,policy2,503868,3614
10134,IN-14,F,20190224,policy5,865149,658
10134,IN-14,F,20190224,policy5,865149,658
10135,IN-33,B,20190224,policy4,977484,607
10136,IN-18,F,20190224,policy2,595453,2369
10136,IN-18,F,20190224,policy2,595453,2369
10136,IN-18,F,20190224,policy2,595453,2369
10136,IN-18,F,20190224,policy2,595453,2369
10137,IN-15,G,20190224,policy4,161355,692
10137,IN-15,G,20190224,policy4,161355,692
10138,IN-30,G,20190224,policy5,684301,690
10139,IN-18,G,20190225,policy2,833254,4530
10140,IN-14,F,20190225,policy4,793468,668
10140,IN-14,F,20190225,policy4,793468,668
10140,IN-14,F,20190225,policy4,793468,668
10141,IN-8,B,20190225,policy5,594648,4977
10142,IN-30,B,20190225,policy1,647311,700
10142,IN-30,B,20190225,policy1,647311,700
10142,IN-30,B,20190225,policy1,647311,700
10143,IN-17,G,20190225,policy3,971092,4462
10144,IN-31,F,20190225,policy4,194078,691
10144,IN-31,F,20190225,policy4,194078,691
10144,IN-31,F,20190225,policy4,194078,691
10145,IN-26,G,20190225,policy2,97267,1131
10145,IN-26,G,20190225,policy2,97267,1131
10146,IN-7,G,20190225,policy3,700067,3536
10147,IN-23,F,20190225,policy3,524093,4714
10147,IN-23,F,20190225,policy3,524093,4714
10147,IN-23,F,20190225,policy3,524093,4714
10148,IN-1,G,20190225,policy4,540821,4554
10149,IN-4,G,20190225,policy5,169104,4564
10150,IN-1,B,20190225,policy3,317612,3324
10150,IN-1,B,20190225,policy3,317612,3324
10150,IN-1,B,20190225,policy3,317612,3324
10151,IN-11,I,20190226,policy5,735367,3312
10152,IN-34,G,20190226,policy2,623374,1544
10153,IN-8,B,20190226,policy1,524525,4320
10153,IN-8,B,20190226,policy1,524525,4320
10154,IN-17,G,20190226,policy2,661310,949
10155,IN-12,B,20190226,policy1,292217,4413
10156,IN-11,I,20190226,policy3,582950,973
10157,IN-5,G,20190226,policy1,960328,3906
10157,IN-5,G,20190226,policy1,960328,3906
10158,IN-1,I,20190226,policy1,213374,2194
10158,IN-1,I,20190226,policy1,213374,2194
10159,IN-35,F,20190226,policy3,582228,4363
10160,IN-11,B,20190226,policy3,916725,1610
10160,IN-11,B,20190226,policy3,916725,1610
10161,IN-3,F,20190226,policy4,585211,4550
10161,IN-3,F,20190226,policy4,585211,4550
10161,IN-3,F,20190226,policy4,585211,4550
10162,IN-6,G,20190226,policy2,848429,1500
10163,IN-26,G,20190226,policy3,408420,4441
10163,IN-26,G,20190226,policy3,408420,4441
10163,IN-26,G,20190226,policy3,408420,4441
10163,IN-26,G,20190226,policy3,408420,4441
10163,IN-26,G,20190226,policy3,408420,4441
10164,IN-26,G,20190226,policy5,93421,2470
10165,IN-14,F,20190226,policy4,569666,3182
10166,IN-1,G,20190226,policy5,477888,4215
10167,IN-22,F,20190226,policy1,400973,4375
10167,IN-22,F,20190226,policy1,400973,4375
10167,IN-22,F,20190226,policy1,400973,4375
10167,IN-22,F,20190226,policy1,400973,4375
10168,IN-3,F,20190226,policy2,450220,1333
10169,IN-2,G,20190226,policy1,779489,1111
10170,IN-22,B,20190226,policy5,729135,1510
10171,IN-19,B,20190226,policy1,573846,1741
10172,IN-5,I,20190226,policy2,303731,1071
10173,IN-5,G,20190226,policy1,380203,1121
10173,IN-5,G,20190226,policy1,380203,1121
10174,IN-29,B,20190226,policy5,425807,1601
10174,IN-29,B,20190226,policy5,425807,1601
10174,IN-29,B,20190226,policy5,425807,1601
10174,IN-29,B,20190226,policy5,425807,1601
10174,IN-29,B,20190226,policy5,425807,1601
10175,IN-19,I,20190226,policy1,111648,4765
10176,IN-20,B,20190226,policy5,292554,1083
10176,IN-20,B,20190226,policy5,292554,1083
10177,IN-7,B,20190227,policy3,469078,4531
10178,IN-26,F,20190227,policy2,522704,791
10179,IN-14,G,20190227,policy3,744250,3726
10180,IN-1,G,20190227,policy1,745364,4390
10181,IN-30,F,20190227,policy1,319239,4325
10181,IN-30,F,20190227,policy1,319239,4325
10181,IN-30,F,20190227,policy1,319239,4325
10182,IN-4,F,20190227,policy1,190568,4844
10182,IN-4,F,20190227,policy1,190568,4844
10183,IN-11,B,20190227,policy2,509908,4541
10184,IN-22,I,20190227,policy3,571489,4091
10184,IN-22,I,20190227,policy3,571489,4091
10185,IN-2,B,20190227,policy5,603737,4457
10186,IN-27,G,20190227,policy2,728325,3427
10186,IN-27,G,20190227,policy2,728325,3427
10187,IN-2,G,20190227,policy5,713302,3360
10188,IN-11,I,20190227,policy5,78805,4834
10188,IN-11,I,20190227,policy5,78805,4834
10188,IN-11,I,20190227,policy5,78805,4834
10189,IN-20,B,20190227,policy5,166114,774
10190,IN-13,F,20190227,policy1,734744,4240
10191,IN-13,B,20190227,policy2,939771,2640
10191,IN-13,B,20190227,policy2,939771,2640
10192,IN-13,G,20190227,policy5,482801,1322
10193,IN-15,B,20190228,policy1,587158,3260
10193,IN-15,B,20190228,policy1,587158,3260
10194,IN-6,B,20190228,policy3,598394,4400
10194,IN-6,B,20190228,policy3,598394,4400
10195,IN-15,F,20190228,policy3,341928,4570
10195,IN-15,F,20190228,policy3,341928,4570
10196,IN-34,G,20190228,policy1,786831,4309
10196,IN-34,G,20190228,policy1,786831,4309
10196,IN-34,G,20190228,policy1,786831,4309
10197,IN-15,I,20190228,policy3,281143,4410
10198,IN-34,B,20190228,policy3,952397,3074
10198,IN-34,B,20190228,policy3,952397,3074
10199,IN-31,F,20190228,policy4,131638,1295
10200,IN-28,B,20190228,policy2,187054,3442
10201,IN-21,I,20190228,policy2,489265,4630
10202,IN-14,B,20190228,policy4,621362,4488
10203,IN-15,I,20190228,policy5,192585,2605
10203,IN-15,I,20190228,policy5,192585,2605
10204,IN-9,B,20190228,policy3,185276,3763
10205,IN-24,B,20190228,policy5,60242,1698
10205,IN-24,B,20190228,policy5,60242,1698
10205,IN-24,B,20190228,policy5,60242,1698
10206,IN-34,F,20190228,policy3,245153,1438
10206,IN-34,F,20190228,policy3,245153,1438
10206,IN-34,F,20190228,policy3,245153,1438
10206,IN-34,F,20190228,policy3,245153,1438
10207,IN-15,B,20190228,policy5,256491,1062
10207,IN-15,B,20190228,policy5,256491,1062
10207,IN-15,B,20190228,policy5,256491,1062
10208,IN-27,F,20190228,policy3,164172,3315
10209,IN-14,F,20190228,policy3,410076,1147
10210,IN-32,I,20190228,policy1,171058,4486
10211,IN-6,I,20190228,policy4,554264,3459
10212,IN-12,F,20190228,policy2,283112,1412
10213,IN-1,B,20190228,policy4,742067,4542
10213,IN-1,B,20190228,policy4,742067,4542
10214,IN-13,B,20190228,policy5,870769,3377
10215,IN-30,B,20190228,policy3,253350,1748
10215,IN-30,B,20190228,policy3,253350,1748
10215,IN-30,B,20190228,policy3,253350,1748
10215,IN-30,B,20190228,policy3,253350,1748
10216,IN-35,F,20190228,policy5,740345,1825
10216,IN-35,F,20190228,policy5,740345,1825
10217,IN-14,I,20190301,policy3,325408,2333
10218,IN-34,G,20190301,policy2,790735,717
10219,IN-32,F,20190301,policy1,615117,2071
10219,IN-32,F,20190301,policy1,615117,2071
10220,IN-19,B,20190301,policy1,396655,3071
10221,IN-34,I,20190301,policy5,360769,4418
10221,IN-34,I,20190301,policy5,360769,4418
10222,IN-22,I,20190301,policy3,764515,612
10222,IN-22,I,20190301,policy3,764515,612
10223,IN-33,B,20190301,policy4,758293,1313
10223,IN-33,B,20190301,policy4,758293,1313
10223,IN-33,B,20190301,policy4,758293,1313
10224,IN-16,G,20190301,policy2,178644,1209
10224,IN-16,G,20190301,policy2,178644,1209
10224,IN-16,G,20190301,policy2,178644,1209
10225,IN-15,I,20190301,policy2,661889,4241
10225,IN-15,I,20190301,policy2,661889,4241
10226,IN-24,F,20190301,policy3,737775,1885
10227,IN-11,G,20190301,policy3,219280,3499
10228,IN-6,I,20190301,policy1,464723,2788
10228,IN-6,I,20190301,policy1,464723,2788
10228,IN-6,I,20190301,policy1,464723,2788
10228,IN-6,I,20190301,policy1,464723,2788
10229,IN-3,G,20190301,policy4,289285,4507
10230,IN-5,I,20190301,policy2,783383,757
10231,IN-14,B,20190301,policy5,293227,4338
10232,IN-13,F,20190301,policy1,221597,3257
10233,IN-21,G,20190301,policy4,949954,1367
10233,IN-21,G,20190301,policy4,949954,1367
10234,IN-4,F,20190301,policy1,722942,3130
10234,IN-4,F,20190301,policy1,722942,3130
10235,IN-11,G,20190301,policy1,579655,1207
10235,IN-11,G,20190301,policy1,579655,1207
10235,IN-11,G,20190301,policy1,579655,1207
10236,IN-24,F,20190301,policy5,149927,1467
10236,IN-24,F,20190301,policy5,149927,1467
10237,IN-34,I,20190301,policy1,359903,4912
10237,IN-34,I,20190301,policy1,359903,4912
10237,IN-34,I,20190301,policy1,359903,4912
10238,IN-33,I,20190301,policy3,762509,1856
10238,IN-33,I,20190301,policy3,762509,1856
10239,IN-12,B,20190301,policy3,703688,2350
10239,IN-12,B,20190301,policy3,703688,2350
10240,IN-13,F,20190301,policy1,778263,3116
10241,IN-18,F,20190301,policy2,300831,3468
10242,IN-17,G,20190301,policy4,616148,4700
10242,IN-17,G,20190301,policy4,616148,4700
10243,IN-18,B,20190301,policy2,336007,3032
10244,IN-7,G,20190301,policy1,162784,3611
10245,IN-1,F,20190302,policy2,561446,2973
10246,IN-13,B,20190302,policy4,660766,1811
10247,IN-2,B,20190302,policy1,745031,3623
10248,IN-13,F,20190302,policy3,385257,1900
10249,IN-8,I,20190302,policy4,616023,766
10249,IN-8,I,20190302,policy4,616023,766
10249,IN-8,I,20190302,policy4,616023,766
10249,IN-8,I,20190302,policy4,616023,766
10250,IN-10,G,20190302,policy2,638211,1785
10251,IN-19,B,20190302,policy3,515834,1146
10252,IN-20,B,20190302,policy4,965916,4238
10253,IN-7,B,20190302,policy5,131820,3511
10253,IN-7,B,20190302,policy5,131820,3511
10253,IN-7,B,20190302,policy5,131820,3511
10253,IN-7,B,20190302,policy5,131820,3511
10254,IN-1,F,20190302,policy4,186863,1316
10255,IN-18,G,20190302,policy3,283359,3011
10255,IN-18,G,20190302,policy3,283359,3011
10256,IN-20,F,20190302,policy2,60766,3048
10257,IN-19,G,20190302,policy5,416299,2645
10258,IN-3,G,20190302,policy1,284112,4513
10259,IN-6,G,20190302,policy4,975346,2420
10260,IN-1,F,20190302,policy1,224223,3710
10260,IN-1,F,20190302,policy1,224223,3710
10261,IN-12,F,20190302,policy5,508191,4262
10262,IN-1,F,20190302,policy2,358234,1191
10263,IN-26,G,20190302,policy5,249015,4614
10263,IN-26,G,20190302,policy5,249015,4614
10264,IN-23,F,20190302,policy3,886678,4887
10264,IN-23,F,20190302,policy3,886678,4887
10265,IN-17,F,20190302,policy5,104403,4371
10265,IN-17,F,20190302,policy5,104403,4371
10266,IN-20,F,20190303,policy4,866610,3177
10267,IN-24,F,20190303,policy3,933886,3795
10268,IN-22,G,20190303,policy2,186141,4460
10268,IN-22,G,20190303,policy2,186141,4460
10269,IN-13,I,20190303,policy4,161665,3631
10269,IN-13,I,20190303,policy4,161665,3631
10270,IN-6,F,20190303,policy3,201226,2019
10270,IN-6,F,20190303,policy3,201226,2019
10270,IN-6,F,20190303,policy3,201226,2019
10271,IN-19,I,20190303,policy2,754240,1308
10272,IN-9,G,20190303,policy4,398827,1937
10272,IN-9,G,20190303,policy4,398827,1937
10273,IN-6,I,20190303,policy5,303620,3814
10273,IN-6,I,20190303,policy5,303620,3814
10273,IN-6,I,20190303,policy5,303620,3814
10274,IN-12,G,20190303,policy3,395560,4120
10274,IN-12,G,20190303,policy3,395560,4120
10275,IN-28,B,20190303,policy3,829846,878
10276,IN-15,G,20190303,policy2,337216,4681
10277,IN-3,B,20190303,policy5,444433,680
10277,IN-3,B,20190303,policy5,444433,680
10277,IN-3,B,20190303,policy5,444433,680
10277,IN-3,B,20190303,policy5,444433,680
10277,IN-3,B,20190303,policy5,444433,680
10278,IN-1,F,20190303,policy3,632511,2749
10278,IN-1,F,20190303,policy3,632511,2749
10279,IN-17,G,20190303,policy3,802686,3248
10279,IN-17,G,20190303,policy3,802686,3248
10280,IN-19,G,20190303,policy5,357985,3575
10280,IN-19,G,20190303,policy5,357985,3575
10281,IN-16,G,20190303,policy2,704290,2821
10281,IN-16,G,20190303,policy2,704290,2821
10282,IN-9,B,20190303,policy2,543824,3513
10282,IN-9,B,20190303,policy2,543824,3513
10283,IN-1,I,20190303,policy3,790268,4752
10284,IN-18,B,20190303,policy4,550072,4898
10285,IN-1,F,20190303,policy5,187191,4668
10286,IN-34,G,20190303,policy5,937210,1078
10287,IN-26,I,20190303,policy4,882400,1258
10288,IN-5,G,20190303,policy4,219387,2768
10289,IN-20,G,20190303,policy1,891830,3933
10289,IN-20,G,20190303,policy1,891830,3933
10290,IN-3,G,20190303,policy2,781438,2615
10290,IN-3,G,20190303,policy2,781438,2615
10291,IN-11,G,20190303,policy1,286606,1210
10292,IN-18,G,20190303,policy1,96050,2204
10293,IN-8,G,20190303,policy5,750380,4490
10294,IN-17,G,20190303,policy1,194454,1744
10295,IN-34,I,20190303,policy3,188081,3186
10296,IN-28,B,20190304,policy1,177957,3455
10297,IN-25,F,20190304,policy1,994765,3049
10297,IN-25,F,20190304,policy1,994765,3049
10297,IN-25,F,20190304,policy1,994765,3049
10298,IN-2,I,20190304,policy1,142810,1917
10298,IN-2,I,20190304,policy1,142810,1917
10299,IN-1,B,20190304,policy2,171827,3715
10300,IN-34,F,20190304,policy4,177417,4471
10300,IN-34,F,20190304,policy4,177417,4471
10300,IN-34,F,20190304,policy4,177417,4471
10301,IN-32,B,20190304,policy3,837567,3476
10302,IN-6,B,20190304,policy3,444249,1889
10302,IN-6,B,20190304,policy3,444249,1889
10302,IN-6,B,20190304,policy3,444249,1889
10302,IN-6,B,20190304,policy3,444249,1889
10303,IN-6,F,20190304,policy3,543997,3148
10303,IN-6,F,20190304,policy3,543997,3148
10304,IN-21,I,20190304,policy1,218992,3608
10305,IN-16,F,20190304,policy5,581915,4432
10305,IN-16,F,20190304,policy5,581915,4432
10305,IN-16,F,20190304,policy5,581915,4432
10305,IN-16,F,20190304,policy5,581915,4432
10305,IN-16,F,20190304,policy5,581915,4432
10306,IN-11,I,20190304,policy1,182112,4834
10306,IN-11,I,20190304,policy1,182112,4834
10306,IN-11,I,20190304,policy1,182112,4834
10307,IN-11,G,20190304,policy4,1000000,2756
10308,IN-33,B,20190304,policy5,960640,1181
10309,IN-29,G,20190304,policy2,698063,3622
10310,IN-34,G,20190304,policy1,283920,1299
10310,IN-34,G,20190304,policy1,283920,1299
10311,IN-23,G,20190304,policy1,443466,1886
10312,IN-4,B,20190304,policy1,572896,2194
10313,IN-4,B,20190304,policy3,250860,3559
10314,IN-10,G,20190304,policy2,169456,3906
10315,IN-34,G,20190304,policy2,973077,3710
10316,IN-24,B,20190304,policy3,696915,4104
10317,IN-27,I,20190305,policy3,180582,1028
10318,IN-5,G,20190305,policy4,127475,4496
10319,IN-25,F,20190305,policy1,722882,996
10320,IN-2,F,20190305,policy1,193417,2162
10321,IN-9,G,20190305,policy5,177867,500
10321,IN-9,G,20190305,policy5,177867,500
10321,IN-9,G,20190305,policy5,177867,500
10322,IN-17,I,20190305,policy5,407654,3686
10323,IN-18,B,20190305,policy4,602767,4939
10323,IN-18,B,20190305,policy4,602767,4939
10324,IN-28,B,20190305,policy4,564163,4479
10325,IN-29,G,20190305,policy2,725735,1713
10325,IN-29,G,20190305,policy2,725735,1713
10326,IN-32,F,20190305,policy5,682326,3905
10326,IN-32,F,20190305,policy5,682326,3905
10327,IN-11,F,20190305,policy5,701554,3714
10327,IN-11,F,20190305,policy5,701554,3714
10328,IN-8,G,20190305,policy4,259556,2194
10329,IN-2,F,20190305,policy4,850638,4663
10330,IN-7,I,20190305,policy1,478958,818
10331,IN-20,G,20190305,policy1,298647,1736
10331,IN-20,G,20190305,policy1,298647,1736
10331,IN-20,G,20190305,policy1,298647,1736
10332,IN-7,F,20190306,policy2,471028,1686
10332,IN-7,F,20190306,policy2,471028,1686
10332,IN-7,F,20190306,policy2,471028,1686
10332,IN-7,F,20190306,policy2,471028,1686
10333,IN-10,G,20190306,policy2,436056,4444
10333,IN-10,G,20190306,policy2,436056,4444
10333,IN-10,G,20190306,policy2,436056,4444
10334,IN-14,G,20190306,policy3,761900,4704
10335,IN-6,B,20190306,policy3,155860,1843
10336,IN-2,B,20190306,policy2,948566,2394
10337,IN-29,G,20190306,policy3,142939,1354
10338,IN-10,G,20190306,policy2,187077,2213
10338,IN-10,G,20190306,policy2,187077,2213
10339,IN-19,G,20190306,policy3,325454,3281
10339,IN-19,G,20190306,policy3,325454,3281
10340,IN-33,I,20190306,policy2,657688,4621
10341,IN-12,F,20190306,policy5,537098,1711
10342,IN-21,F,20190306,policy2,587395,2609
10342,IN-21,F,20190306,policy2,587395,2609
10342,IN-21,F,20190306,policy2,587395,2609
10343,IN-15,G,20190306,policy5,88346,4485
10344,IN-1,B,20190306,policy3,560796,3998
10344,IN-1,B,20190306,policy3,560796,3998
10345,IN-25,B,20190306,policy2,83951,2069
10345,IN-25,B,20190306,policy2,83951,2069
10345,IN-25,B,20190306,policy2,83951,2069
10346,IN-34,B,20190306,policy1,137029,3225
10347,IN-26,F,20190306,policy4,499878,2198
10347,IN-26,F,20190306,policy4,499878,2198
10348,IN-12,G,20190306,policy1,262112,4455
10349,IN-15,B,20190306,policy1,610689,4390
10350,IN-21,G,20190306,policy3,570200,3114
10350,IN-21,G,20190306,policy3,570200,3114
10351,IN-11,G,20190306,policy4,586875,4458
10351,IN-11,G,20190306,policy4,586875,4458
10352,IN-4,G,20190306,policy4,740922,2141
10352,IN-4,G,20190306,policy4,740922,2141
10353,IN-25,F,20190306,policy3,338639,2085
10354,IN-4,B,20190307,policy3,985321,1226
10354,IN-4,B,20190307,policy3,985321,1226
10355,IN-15,F,20190307,policy2,970159,2306
10356,IN-26,B,20190307,policy5,196760,4849
10356,IN-26,B,20190307,policy5,196760,4849
10357,IN-27,I,20190307,policy2,119922,2805
10358,IN-35,G,20190307,policy1,626425,4051
10359,IN-10,F,20190307,policy4,110267,3099
10360,IN-25,F,20190307,policy1,180502,1103
10360,IN-25,F,20190307,policy1,180502,1103
10360,IN-25,F,20190307,policy1,180502,1103
10361,IN-30,F,20190307,policy1,787451,4154
10361,IN-30,F,20190307,policy1,787451,4154
10362,IN-30,G,20190307,policy4,153908,1671
10362,IN-30,G,20190307,policy4,153908,1671
10362,IN-30,G,20190307,policy4,153908,1671
10362,IN-30,G,20190307,policy4,153908,1671
10363,IN-8,B,20190307,policy2,605680,4514
10363,IN-8,B,20190307,policy2,605680,4514
10364,IN-14,G,20190307,policy2,684841,901
10364,IN-14,G,20190307,policy2,684841,901
10365,IN-9,F,20190307,policy4,447478,3560
10365,IN-9,F,20190307,policy4,447478,3560
10366,IN-4,F,20190307,policy5,322533,3431
10366,IN-4,F,20190307,policy5,322533,3431
10367,IN-15,G,20190307,policy2,898449,2539
10368,IN-23,I,20190307,policy5,322117,4066
10369,IN-11,I,20190307,policy1,932361,4396
10370,IN-15,G,20190307,policy4,352333,4292
10371,IN-27,G,20190307,policy5,868907,1193
10372,IN-24,G,20190307,policy4,178011,1423
10373,IN-12,F,20190307,policy2,467351,1593
10373,IN-12,F,20190307,policy2,467351,1593
10374,IN-34,G,20190307,policy2,214715,4254
10375,IN-17,B,20190307,policy2,775697,4450
10375,IN-17,B,20190307,policy2,775697,4450
